,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,0.0,3337.434898876575,1123.4945407425548,729.8977163028705,443.9811882712289,237.1918590003213,115.34714879159655,264.5594362466968,156.42859819689264,304.1313070921992,101.83570062771297,349.5757493784057,34.65222412851972,253.7044042971013,71.57484467590544,123.5744230818953,8.832920273086385,393.7937640857646,170.1526557950815,7.507982232123427,247.84878574266585,75.25068992044392,109.89320323669992,440.88090809416224,168.8100024331631,135.46400496241395,112.25634851205142,234.12273547909987,212.70110431308018,5.005321488082285,4.843859504595759,4.692488895077142,4.550292261892986,242.0878117009782
2,3337.434898876575,0.0,2683.7060476956044,1549.792164363299,883.786374282295,453.26662720949673,214.30207337653886,481.4907217963066,280.2472729881365,538.1351228412807,178.38792761248268,607.2990161665924,59.78138058115022,435.0963192565802,122.12268859970544,209.90850452648098,14.945345817333699,663.9955024132581,286.0174611529978,12.585554372491535,414.427736640703,125.54129131133533,182.95686384822574,732.6177179030645,280.02684185395594,224.35201265705314,185.64106313079245,386.64337784491346,350.8184542065971,8.245708037149626,7.970851102577973,7.713726873462554,7.4726729086668495,397.2012634468637
3,1123.4945407425548,2683.7060476956044,0.0,1173.854157335379,595.0253393844763,286.0969183298217,129.85451109800377,283.6508798095988,161.72708723070676,305.698482842185,100.08577888888344,337.322014478969,32.93092454122079,238.01095019502924,66.40953860343218,113.56452283656058,8.04978191649452,356.24067001268406,152.92044514409338,6.708151597078769,220.27977856422135,66.56183911506872,96.78354285693092,386.75148981712505,147.5477158513875,118.00710587907736,97.48926782513756,202.74512248169017,183.70717567013264,4.312383169550636,4.163680301635098,4.02489095824726,3.8950557660457363,206.8349879539614
4,729.8977163028705,1549.792164363299,1173.854157335379,0.0,773.1370658410524,330.43168990640163,140.60372594158332,294.8459427507165,163.44036722973712,302.6321096572773,97.53369348431457,324.6623671493628,31.378081300679543,224.91337059503755,62.319268093576326,105.93930972233682,7.4709720742036225,329.1561678968563,140.74217792962162,6.152565237579454,201.41207425062262,60.69200470080956,88.02795036671851,350.9660892193621,133.6187550013389,106.66485323377462,87.96610259966275,182.64741469338384,165.2518429223266,3.873837371809286,3.7354860371018113,3.606676173753473,3.486453634628357,184.94477438930855
5,443.9811882712289,883.786374282295,595.0253393844763,773.1370658410524,0.0,376.8647588824601,142.54373803475727,280.2320129406462,149.12592579759658,268.45677728048696,84.75380309643118,277.7135375891415,26.50918963327991,188.1137480549055,51.69201746736421,87.26333817334766,6.117505575073045,268.1499981439022,114.147280276634,4.970473279746848,162.15175862106787,48.710788084824415,70.45463381186075,280.1992915356533,106.43473528214211,84.78891399299587,69.79291437593072,144.66213609843862,130.67491558020842,3.0587527875365224,2.9454656472573917,2.8402704455696273,2.7423300853775716,145.30985899235597
6,237.1918590003213,453.26662720949673,286.0969183298217,330.43168990640163,376.8647588824601,0.0,137.07424366546698,239.53718349053327,119.50322389605644,206.52473527034167,63.39024648520089,203.47237454085172,19.11901130802524,133.9968172327255,36.45294525094538,61.02908224903177,4.248669370610731,185.13091065033336,78.40526867707523,3.398935496488585,110.45034014168259,33.064746353553964,47.676801660261766,189.08622144778124,71.64553650531792,56.94543496189538,46.777062406352144,96.77311821980138,87.26446910923164,2.039361297893151,1.9609243248972608,1.8882974980492138,1.8208583016903133,96.36843227123816
7,115.34714879159655,214.30207337653886,129.85451109800377,140.60372594158332,142.54373803475727,137.07424366546698,0.0,203.8534530986533,90.400791476824,146.4657101862442,43.157627389548644,134.68093340637205,12.39684729703429,85.52653548107627,22.97968062360325,38.08758170534968,2.62963439337504,113.78759498689283,47.90532659959518,2.0661413090803884,66.84203382748755,19.931868296030977,28.640762233583242,113.23869448181782,42.78774594418566,33.923612068153716,27.802906896532356,57.40024748552665,51.66241826701811,1.2052490969635599,1.1570391330850176,1.1125376279663632,1.0713325306342754,56.62766250753114
8,264.5594362466968,481.4907217963066,283.6508798095988,294.8459427507165,280.2320129406462,239.53718349053327,203.8534530986533,0.0,355.4445269395259,511.89753461747284,141.40862965824795,423.6387746642641,37.91109956912626,256.2130028433601,67.7649075996094,110.93005517422229,7.582220254774328,325.3807221734852,136.03612457846532,5.8324771190571765,187.7246134792501,55.72949042111938,79.76674129402146,314.2872602340366,118.38831623214675,93.60236511254931,76.52226987792048,157.62514189743405,141.57553972909233,3.296617502075795,3.1592584394893035,3.0328881019097316,2.9162385595285882,153.93282575094548
9,156.42859819689264,280.2472729881365,161.72708723070676,163.44036722973712,149.12592579759658,119.50322389605644,90.400791476824,355.4445269395259,0.0,510.7633378652362,125.41805741767102,352.25010860547906,30.261680822570302,198.83524811742035,51.516009774171906,83.01320296360724,5.604015219137942,238.08384262470767,98.71615506997226,4.2030114143534565,134.47802480926165,39.7185801288065,56.5973364641856,222.12688957171156,83.38306349645833,65.72238842472964,53.580857311820054,110.09312745962734,98.65907322706686,2.2925516805564308,2.192875520532238,2.1015057071767282,2.017445478889659,106.33275774268192
10,304.1313070921992,538.1351228412807,305.698482842185,302.6321096572773,268.45677728048696,206.52473527034167,146.4657101862442,511.89753461747284,510.7633378652362,0.0,406.40008897638256,1014.5941124284642,81.71570367728312,515.4387761402231,129.8349072684584,204.94700844597145,13.619284558631103,571.4653194091688,234.57589511885618,9.904934224458984,314.7138772210598,92.40189197878097,130.9971002379672,511.8377626935969,191.385597055268,150.3278295298406,122.17805849543946,250.34508498039008,223.78387828952856,5.1882988794785145,4.952467112229492,4.737142455176036,4.539761519543701,238.8927018505872
